"gene"	"adj.pval.TimePoint"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g167470"	0.0380377622282478	"Scaffold_07"	40468628	40506772	"Q3U2S8"	"HVCN1_MOUSE"	"Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1) (Voltage sensor domain-only protein) (mVSOP)"	"GO:0005887; GO:0009268; GO:0010043; GO:0016021; GO:0022843; GO:0030171; GO:0034765; GO:0042802; GO:0071294; GO:0071467; GO:1902600"	"integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; identical protein binding [GO:0042802]; voltage-gated cation channel activity [GO:0022843]; voltage-gated proton channel activity [GO:0030171]; cellular response to pH [GO:0071467]; cellular response to zinc ion [GO:0071294]; proton transmembrane transport [GO:1902600]; regulation of ion transmembrane transport [GO:0034765]; response to pH [GO:0009268]; response to zinc ion [GO:0010043]"
"PGEN_.00g069520"	0.0380934028961402	"Scaffold_03"	32243097	32250432	NA	NA	NA	NA	NA
"PGEN_.00g104420"	0.0383894926264714	"Scaffold_05"	1878651	1887662	NA	NA	NA	NA	NA
"PGEN_.00g305890"	0.0385325052547407	"Scaffold_15"	22266772	22292041	"Q8N323"	"NXPE1_HUMAN"	"NXPE family member 1 (Protein FAM55A)"	"GO:0005576"	"extracellular region [GO:0005576]"
"PGEN_.00g295080"	0.0386928025646535	"Scaffold_14"	43231713	43232399	NA	NA	NA	NA	NA
"PGEN_.00g237190"	0.0387352890891731	"Scaffold_11"	37392889	37425575	"O15550"	"KDM6A_HUMAN"	"Lysine-specific demethylase 6A (EC 1.14.11.-) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein)"	"GO:0000790; GO:0000978; GO:0001701; GO:0001843; GO:0003007; GO:0003016; GO:0003682; GO:0005634; GO:0005654; GO:0006338; GO:0010628; GO:0031490; GO:0032525; GO:0035097; GO:0035264; GO:0042802; GO:0043565; GO:0044666; GO:0046872; GO:0048333; GO:0048570; GO:0051213; GO:0051568; GO:0060070; GO:0071558; GO:0072358"	"histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; dioxygenase activity [GO:0051213]; histone demethylase activity (H3-K27 specific) [GO:0071558]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; canonical Wnt signaling pathway [GO:0060070]; cardiovascular system development [GO:0072358]; chromatin remodeling [GO:0006338]; heart morphogenesis [GO:0003007]; histone H3-K4 methylation [GO:0051568]; in utero embryonic development [GO:0001701]; mesodermal cell differentiation [GO:0048333]; multicellular organism growth [GO:0035264]; neural tube closure [GO:0001843]; notochord morphogenesis [GO:0048570]; positive regulation of gene expression [GO:0010628]; respiratory system process [GO:0003016]; somite rostral/caudal axis specification [GO:0032525]"
"PGEN_.00g270240"	0.0389994324192133	"Scaffold_13"	28916290	28978465	"Q5T5U3"	"RHG21_HUMAN"	"Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21)"	"GO:0000139; GO:0005096; GO:0005623; GO:0005794; GO:0005829; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030659; GO:0051056; GO:0051683; GO:0051684; GO:0072384"	"actin cytoskeleton [GO:0015629]; cell [GO:0005623]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]"
"PGEN_.00g245650"	0.0390032053257512	"Scaffold_12"	8617605	8634750	"A5PN28"	"OTO1A_DANRE"	"Otolin-1-A (zOtolin1)"	"GO:0005201; GO:0005509; GO:0005581; GO:0005615; GO:0030198; GO:0031012; GO:0045299; GO:0048840"	"collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; extracellular matrix organization [GO:0030198]; otolith development [GO:0048840]; otolith mineralization [GO:0045299]"
"PGEN_.00g254900"	0.0392433696661453	"Scaffold_12"	37870554	37880011	NA	NA	NA	NA	NA
"PGEN_.00g253160"	0.0393124395461949	"Scaffold_12"	31864556	31864903	NA	NA	NA	NA	NA
"PGEN_.00g145470"	0.0394386152464266	"Scaffold_06"	42115091	42151349	"O14578"	"CTRO_HUMAN"	"Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)"	"GO:0000086; GO:0000278; GO:0000281; GO:0001889; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0007030; GO:0008064; GO:0015629; GO:0016020; GO:0017124; GO:0018107; GO:0030165; GO:0030496; GO:0030866; GO:0031032; GO:0031985; GO:0032154; GO:0032467; GO:0035556; GO:0043025; GO:0046872; GO:0048699; GO:0051402; GO:0097110"	"actin cytoskeleton [GO:0015629]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Golgi cisterna [GO:0031985]; membrane [GO:0016020]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; PDZ domain binding [GO:0030165]; protein serine/threonine kinase activity [GO:0004674]; scaffold protein binding [GO:0097110]; SH3 domain binding [GO:0017124]; actomyosin structure organization [GO:0031032]; cortical actin cytoskeleton organization [GO:0030866]; G2/M transition of mitotic cell cycle [GO:0000086]; generation of neurons [GO:0048699]; Golgi organization [GO:0007030]; intracellular signal transduction [GO:0035556]; liver development [GO:0001889]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]; neuron apoptotic process [GO:0051402]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of cytokinesis [GO:0032467]; regulation of actin polymerization or depolymerization [GO:0008064]"
"PGEN_.00g172450"	0.0394793696294473	"Scaffold_08"	11870669	11886152	"Q7ZVA0"	"SMU1_DANRE"	"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog)"	"GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0008380; GO:0016607; GO:0071005"	"cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]"
"PGEN_.00g024620"	0.0397497533472317	"Scaffold_01"	68239257	68268096	"Q4R6I5"	"CLHC1_MACFA"	"Clathrin heavy chain linker domain-containing protein 1"	""	""
"PGEN_.00g135570"	0.0399785445508336	"Scaffold_06"	16247535	16277016	"Q80UK8"	"INT2_MOUSE"	"Integrator complex subunit 2 (Int2)"	"GO:0005634; GO:0005737; GO:0016021; GO:0016180; GO:0031965; GO:0032039; GO:0034472"	"cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; integrator complex [GO:0032039]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; snRNA 3'-end processing [GO:0034472]; snRNA processing [GO:0016180]"
"PGEN_.00g093290"	0.0407657868300888	"Scaffold_04"	38171409	38205162	"Q5ND28"	"SREC_MOUSE"	"Scavenger receptor class F member 1 (Acetyl LDL receptor) (Scavenger receptor expressed by endothelial cells 1 protein) (SREC-I)"	"GO:0005044; GO:0005886; GO:0006898; GO:0007155; GO:0010976; GO:0016021; GO:0016322; GO:0016358; GO:0030169; GO:0048680"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; low-density lipoprotein particle binding [GO:0030169]; scavenger receptor activity [GO:0005044]; cell adhesion [GO:0007155]; dendrite development [GO:0016358]; neuron remodeling [GO:0016322]; positive regulation of axon regeneration [GO:0048680]; positive regulation of neuron projection development [GO:0010976]; receptor-mediated endocytosis [GO:0006898]"
"PGEN_.00g129350"	0.0409375114763227	"Scaffold_06"	982390	1064756	"Q8N2E2"	"VWDE_HUMAN"	"von Willebrand factor D and EGF domain-containing protein"	"GO:0005102; GO:0005576; GO:0009986; GO:0048856"	"cell surface [GO:0009986]; extracellular region [GO:0005576]; signaling receptor binding [GO:0005102]; anatomical structure development [GO:0048856]"
"PGEN_.00g084610"	0.0410550124249472	"Scaffold_04"	15158905	15159339	NA	NA	NA	NA	NA
"PGEN_.00g059160"	0.0411964416505049	"Scaffold_03"	3144839	3259367	"C6KFA3"	"AGRG6_DANRE"	"Adhesion G-protein coupled receptor G6 (G-protein coupled receptor 126) [Cleaved into: ADGRG6 N-terminal fragment (ADGRG6-NTF); ADGRG6 C-terminal fragment (ADGRG6-CTF)]"	"GO:0001503; GO:0004930; GO:0005518; GO:0005887; GO:0007005; GO:0007166; GO:0007186; GO:0007189; GO:0007507; GO:0014037; GO:0019933; GO:0022011; GO:0032290; GO:0042552; GO:0043236; GO:0043583; GO:0048932; GO:0050840; GO:0060347; GO:0060879; GO:1903670"	"integral component of plasma membrane [GO:0005887]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; G protein-coupled receptor activity [GO:0004930]; laminin binding [GO:0043236]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cAMP-mediated signaling [GO:0019933]; cell surface receptor signaling pathway [GO:0007166]; ear development [GO:0043583]; G protein-coupled receptor signaling pathway [GO:0007186]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; mitochondrion organization [GO:0007005]; myelination [GO:0042552]; myelination in peripheral nervous system [GO:0022011]; myelination of posterior lateral line nerve axons [GO:0048932]; ossification [GO:0001503]; peripheral nervous system myelin formation [GO:0032290]; regulation of sprouting angiogenesis [GO:1903670]; Schwann cell differentiation [GO:0014037]; semicircular canal fusion [GO:0060879]"
"PGEN_.00g161820"	0.0414393187707344	"Scaffold_07"	25075325	25111343	"Q2KHR3"	"QSER1_HUMAN"	"Glutamine and serine-rich protein 1"	""	""
"PGEN_.00g343270"	0.0414464464935018	"Scaffold_18"	10715098	10810816	"P54939"	"TLN1_CHICK"	"Talin-1"	"GO:0001726; GO:0005200; GO:0005623; GO:0005829; GO:0005925; GO:0006897; GO:0007015; GO:0007016; GO:0007155; GO:0009986; GO:0030276; GO:0030479; GO:0032051; GO:0032587; GO:0035091; GO:0035615; GO:0043231; GO:0043325; GO:0048260; GO:0048268; GO:0051015; GO:0080025"	"actin cortical patch [GO:0030479]; cell [GO:0005623]; cell surface [GO:0009986]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; intracellular membrane-bounded organelle [GO:0043231]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; actin filament binding [GO:0051015]; clathrin adaptor activity [GO:0035615]; clathrin binding [GO:0030276]; clathrin light chain binding [GO:0032051]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; structural constituent of cytoskeleton [GO:0005200]; actin filament organization [GO:0007015]; cell adhesion [GO:0007155]; clathrin coat assembly [GO:0048268]; cytoskeletal anchoring at plasma membrane [GO:0007016]; endocytosis [GO:0006897]; positive regulation of receptor-mediated endocytosis [GO:0048260]"
"PGEN_.00g336570"	0.0419747499444018	"Scaffold_17"	28113726	28124073	"Q04205"	"TENS_CHICK"	"Tensin"	"GO:0003779; GO:0005737; GO:0005856; GO:0005912; GO:0009986"	"adherens junction [GO:0005912]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin binding [GO:0003779]"
"PGEN_.00g221870"	0.0420725781049215	"Scaffold_10"	46302661	46312199	NA	NA	NA	NA	NA
"PGEN_.00g052530"	0.0421071541807594	"Scaffold_02"	53771460	53774935	"Q9BXX0"	"EMIL2_HUMAN"	"EMILIN-2 (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2) (Protein FOAP-10)"	"GO:0005576; GO:0005581; GO:0007155; GO:0030023; GO:0062023"	"collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular matrix constituent conferring elasticity [GO:0030023]; cell adhesion [GO:0007155]"
"PGEN_.00g147090"	0.0421071541807594	"Scaffold_06"	46418832	46437930	NA	NA	NA	NA	NA
"PGEN_.00g268760"	0.0421694446452565	"Scaffold_13"	25183636	25193923	"Q9EQZ6"	"RPGF4_MOUSE"	"Rap guanine nucleotide exchange factor 4 (Exchange factor directly activated by cAMP 2) (Exchange protein directly activated by cAMP 2) (EPAC 2) (cAMP-dependent Rap1 guanine-nucleotide exchange factor) (cAMP-regulated guanine nucleotide exchange factor II) (cAMP-GEFII)"	"GO:0001750; GO:0001917; GO:0005085; GO:0005088; GO:0005829; GO:0005886; GO:0005903; GO:0005929; GO:0007165; GO:0007264; GO:0014069; GO:0014911; GO:0016323; GO:0016324; GO:0017016; GO:0017156; GO:0017157; GO:0019933; GO:0030073; GO:0030424; GO:0030425; GO:0030426; GO:0030552; GO:0032991; GO:0043025; GO:0043197; GO:0044316; GO:0044877; GO:0050714; GO:0050773; GO:0050805; GO:0060076; GO:0098686; GO:0098693; GO:0098696; GO:0098978; GO:0099175; GO:1904457"	"apical plasma membrane [GO:0016324]; axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; brush border [GO:0005903]; cilium [GO:0005929]; cone cell pedicle [GO:0044316]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; neuronal cell body [GO:0043025]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; cAMP binding [GO:0030552]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein-containing complex binding [GO:0044877]; Ras GTPase binding [GO:0017016]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; calcium-ion regulated exocytosis [GO:0017156]; cAMP-mediated signaling [GO:0019933]; insulin secretion [GO:0030073]; negative regulation of synaptic transmission [GO:0050805]; positive regulation of neuronal action potential [GO:1904457]; positive regulation of protein secretion [GO:0050714]; positive regulation of smooth muscle cell migration [GO:0014911]; regulation of dendrite development [GO:0050773]; regulation of exocytosis [GO:0017157]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of postsynapse organization [GO:0099175]; regulation of synaptic vesicle cycle [GO:0098693]; signal transduction [GO:0007165]; small GTPase mediated signal transduction [GO:0007264]"
"PGEN_.00g338570"	0.0422179565884775	"Scaffold_17"	33081173	33085700	NA	NA	NA	NA	NA
"PGEN_.00g310920"	0.0426441945463426	"Scaffold_15"	35700632	35714264	NA	NA	NA	NA	NA
"PGEN_.00g330590"	0.0426441945463426	"Scaffold_17"	10040950	10047827	"O70421"	"FZD1_MOUSE"	"Frizzled-1 (Fz-1) (mFz1)"	"GO:0001934; GO:0003149; GO:0003150; GO:0003151; GO:0004930; GO:0005102; GO:0005109; GO:0005886; GO:0007267; GO:0009986; GO:0010976; GO:0016021; GO:0016055; GO:0017147; GO:0030165; GO:0030514; GO:0030855; GO:0035425; GO:0035567; GO:0036520; GO:0042493; GO:0042802; GO:0042803; GO:0042813; GO:0043005; GO:0044338; GO:0044339; GO:0045892; GO:0045893; GO:0046982; GO:0051091; GO:0060022; GO:0060070; GO:0060412; GO:0090090; GO:0090179; GO:1903204; GO:1905606"	"cell surface [GO:0009986]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; frizzled binding [GO:0005109]; G protein-coupled receptor activity [GO:0004930]; identical protein binding [GO:0042802]; PDZ domain binding [GO:0030165]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; astrocyte-dopaminergic neuron signaling [GO:0036520]; autocrine signaling [GO:0035425]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation [GO:0044338]; canonical Wnt signaling pathway involved in osteoblast differentiation [GO:0044339]; cell-cell signaling [GO:0007267]; epithelial cell differentiation [GO:0030855]; hard palate development [GO:0060022]; membranous septum morphogenesis [GO:0003149]; muscular septum morphogenesis [GO:0003150]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; negative regulation of transcription, DNA-templated [GO:0045892]; non-canonical Wnt signaling pathway [GO:0035567]; outflow tract morphogenesis [GO:0003151]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of presynapse assembly [GO:1905606]; response to drug [GO:0042493]; ventricular septum morphogenesis [GO:0060412]; Wnt signaling pathway [GO:0016055]"
