"gene"	"adj.pval.treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g018380"	0.0413823402582345	"Scaffold_01"	49667268	49690794	"Q6DF46"	"COQ6_XENTR"	"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Coenzyme Q10 monooxygenase 6)"	"GO:0005739; GO:0005794; GO:0006744; GO:0016491; GO:0016709; GO:0016712; GO:0031314; GO:0042995; GO:0071949"	"cell projection [GO:0042995]; extrinsic component of mitochondrial inner membrane [GO:0031314]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; ubiquinone biosynthetic process [GO:0006744]"
"PGEN_.00g164000"	0.0426098666248685	"Scaffold_07"	30576572	30577395	NA	NA	NA	NA	NA
"PGEN_.00g031870"	0.0426833898111249	"Scaffold_01"	86876327	86889828	NA	NA	NA	NA	NA
"PGEN_.00g124270"	0.0426833898111249	"Scaffold_05"	55303649	55304824	NA	NA	NA	NA	NA
"PGEN_.00g235790"	0.0429463492279682	"Scaffold_11"	33232319	33262069	NA	NA	NA	NA	NA
"PGEN_.00g001430"	0.0432932621479826	"Scaffold_01"	3015853	3020987	NA	NA	NA	NA	NA
"PGEN_.00g203530"	0.0432932621479826	"Scaffold_09"	36527210	36557501	"Q5RDY7"	"GNB5_PONAB"	"Guanine nucleotide-binding protein subunit beta-5 (Gbeta5) (Transducin beta chain 5)"	"GO:0007212; GO:0016020; GO:0031682; GO:0051087; GO:1901386"	"membrane [GO:0016020]; chaperone binding [GO:0051087]; G-protein gamma-subunit binding [GO:0031682]; dopamine receptor signaling pathway [GO:0007212]; negative regulation of voltage-gated calcium channel activity [GO:1901386]"
"PGEN_.00g028280"	0.0433041391208256	"Scaffold_01"	78164630	78265700	"Q9JHU4"	"DYHC1_MOUSE"	"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)"	"GO:0000278; GO:0002177; GO:0003341; GO:0005524; GO:0005623; GO:0005635; GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0030175; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0033962; GO:0034063; GO:0043025; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905832"	"axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell [GO:0005623]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; filopodium [GO:0030175]; manchette [GO:0002177]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; cell division [GO:0051301]; cilium movement [GO:0003341]; cytoplasmic microtubule organization [GO:0031122]; cytoplasmic mRNA processing body assembly [GO:0033962]; establishment of spindle localization [GO:0051293]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; nuclear migration [GO:0007097]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of intracellular transport [GO:0032388]; positive regulation of spindle assembly [GO:1905832]; regulation of metaphase plate congression [GO:0090235]; regulation of mitotic spindle organization [GO:0060236]; retrograde axonal transport [GO:0008090]; stress granule assembly [GO:0034063]"
"PGEN_.00g252460"	0.0433302138912561	"Scaffold_12"	29714451	29728380	"Q29RL1"	"CF206_BOVIN"	"Cilia- and flagella-associated protein 206"	"GO:0001534; GO:0003341; GO:0031514; GO:0035082"	"motile cilium [GO:0031514]; radial spoke [GO:0001534]; axoneme assembly [GO:0035082]; cilium movement [GO:0003341]"
"PGEN_.00g039890"	0.0433759450897353	"Scaffold_02"	18645886	18650983	"Q80YV3"	"TRRAP_MOUSE"	"Transformation/transcription domain-associated protein (Tra1 homolog)"	"GO:0000123; GO:0000124; GO:0000812; GO:0003682; GO:0003712; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0006281; GO:0006355; GO:0007093; GO:0016578; GO:0030914; GO:0033276; GO:0035267; GO:0043967; GO:0043968"	"Golgi apparatus [GO:0005794]; histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; STAGA complex [GO:0030914]; Swr1 complex [GO:0000812]; transcription factor complex [GO:0005667]; transcription factor TFTC complex [GO:0033276]; chromatin binding [GO:0003682]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; DNA repair [GO:0006281]; histone deubiquitination [GO:0016578]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; mitotic cell cycle checkpoint [GO:0007093]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g034040"	0.0434443220047329	"Scaffold_02"	2559286	2698429	"O89029"	"MATN4_MOUSE"	"Matrilin-4 (MAT-4)"	"GO:0003429; GO:0005509; GO:0005615; GO:0031012; GO:0048678; GO:0062023"	"collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]; response to axon injury [GO:0048678]"
"PGEN_.00g021750"	0.0436806554633747	"Scaffold_01"	59175992	59189638	NA	NA	NA	NA	NA
"PGEN_.00g051490"	0.0438358718073222	"Scaffold_02"	51005310	51005879	NA	NA	NA	NA	NA
"PGEN_.00g214170"	0.0439138752559126	"Scaffold_10"	26540083	26564626	"Q9DC53"	"CPNE8_MOUSE"	"Copine-8 (Copine VIII)"	"GO:0005544; GO:0005886; GO:0071277"	"plasma membrane [GO:0005886]; calcium-dependent phospholipid binding [GO:0005544]; cellular response to calcium ion [GO:0071277]"
"PGEN_.00g204030"	0.0441279137797266	"Scaffold_09"	37854550	37860901	NA	NA	NA	NA	NA
"PGEN_.00g232320"	0.0442516932698807	"Scaffold_11"	23985033	24098518	"Q8CGN4"	"BCOR_MOUSE"	"BCL-6 corepressor (BCoR)"	"GO:0000122; GO:0000415; GO:0000977; GO:0001835; GO:0003714; GO:0004842; GO:0005634; GO:0005654; GO:0007507; GO:0008134; GO:0030502; GO:0031072; GO:0035518; GO:0042476; GO:0042826; GO:0044212; GO:0045892; GO:0051572; GO:0060021; GO:0065001; GO:0070171; GO:0140261"	"BCOR complex [GO:0140261]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; ubiquitin-protein transferase activity [GO:0004842]; blastocyst hatching [GO:0001835]; heart development [GO:0007507]; histone H2A monoubiquitination [GO:0035518]; negative regulation of bone mineralization [GO:0030502]; negative regulation of histone H3-K36 methylation [GO:0000415]; negative regulation of histone H3-K4 methylation [GO:0051572]; negative regulation of tooth mineralization [GO:0070171]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; odontogenesis [GO:0042476]; roof of mouth development [GO:0060021]; specification of axis polarity [GO:0065001]"
"PGEN_.00g070460"	0.044373806433685	"Scaffold_03"	34737645	34757828	"Q96GD3"	"SCMH1_HUMAN"	"Polycomb protein SCMH1 (Sex comb on midleg homolog 1)"	"GO:0005654; GO:0006338; GO:0007283; GO:0009952; GO:0010369; GO:0016458; GO:0045892"	"chromocenter [GO:0010369]; nucleoplasm [GO:0005654]; anterior/posterior pattern specification [GO:0009952]; chromatin remodeling [GO:0006338]; gene silencing [GO:0016458]; negative regulation of transcription, DNA-templated [GO:0045892]; spermatogenesis [GO:0007283]"
"PGEN_.00g241500"	0.0446959796145552	"Scaffold_11"	49013433	49014510	NA	NA	NA	NA	NA
"PGEN_.00g166390"	0.0449542097155145	"Scaffold_07"	37456333	37521639	"Q5R9H4"	"A1CF_PONAB"	"APOBEC1 complementation factor (APOBEC1-stimulating protein)"	"GO:0003727; GO:0005737; GO:0005783; GO:0006397; GO:0016556; GO:0030895; GO:0050821"	"apolipoprotein B mRNA editing enzyme complex [GO:0030895]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; single-stranded RNA binding [GO:0003727]; mRNA modification [GO:0016556]; mRNA processing [GO:0006397]; protein stabilization [GO:0050821]"
"PGEN_.00g186340"	0.0457764642264202	"Scaffold_08"	48023289	48087407	"Q69ZB8"	"ZCHC2_MOUSE"	"Zinc finger CCHC domain-containing protein 2"	"GO:0003676; GO:0005737; GO:0008270; GO:0035091"	"cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]; phosphatidylinositol binding [GO:0035091]; zinc ion binding [GO:0008270]"
"PGEN_.00g123130"	0.0461066948778759	"Scaffold_05"	52064522	52065052	NA	NA	NA	NA	NA
"PGEN_.00g092010"	0.0464462583368838	"Scaffold_04"	34431632	34477799	"P51816"	"AFF2_HUMAN"	"AF4/FMR2 family member 2 (Fragile X E mental retardation syndrome protein) (Fragile X mental retardation 2 protein) (FMR2P) (Protein FMR-2) (Protein Ox19)"	"GO:0002151; GO:0005634; GO:0006355; GO:0006397; GO:0007420; GO:0007611; GO:0008380; GO:0010468; GO:0010629; GO:0016607; GO:0035063; GO:0043484"	"nuclear speck [GO:0016607]; nucleus [GO:0005634]; G-quadruplex RNA binding [GO:0002151]; brain development [GO:0007420]; learning or memory [GO:0007611]; mRNA processing [GO:0006397]; negative regulation of gene expression [GO:0010629]; nuclear speck organization [GO:0035063]; regulation of gene expression [GO:0010468]; regulation of RNA splicing [GO:0043484]; regulation of transcription, DNA-templated [GO:0006355]; RNA splicing [GO:0008380]"
"PGEN_.00g221570"	0.0475380920526375	"Scaffold_10"	45456359	45467049	NA	NA	NA	NA	NA
"PGEN_.00g216850"	0.0476598360268439	"Scaffold_10"	33853565	33865692	NA	NA	NA	NA	NA
"PGEN_.00g022920"	0.0476972640644216	"Scaffold_01"	62808435	62831050	"Q502K2"	"SAMH1_DANRE"	"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-)"	"GO:0000724; GO:0003676; GO:0003697; GO:0003723; GO:0005525; GO:0005634; GO:0006203; GO:0006974; GO:0008270; GO:0008832; GO:0009264; GO:0016446; GO:0016793; GO:0032567; GO:0035861; GO:0045087; GO:0045088; GO:0046061; GO:0051289; GO:0051607; GO:0060339; GO:0090501; GO:0110025"	"nucleus [GO:0005634]; site of double-strand break [GO:0035861]; dGTP binding [GO:0032567]; dGTPase activity [GO:0008832]; GTP binding [GO:0005525]; nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; triphosphoric monoester hydrolase activity [GO:0016793]; zinc ion binding [GO:0008270]; cellular response to DNA damage stimulus [GO:0006974]; dATP catabolic process [GO:0046061]; defense response to virus [GO:0051607]; deoxyribonucleotide catabolic process [GO:0009264]; dGTP catabolic process [GO:0006203]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair via homologous recombination [GO:0000724]; innate immune response [GO:0045087]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; protein homotetramerization [GO:0051289]; regulation of innate immune response [GO:0045088]; RNA phosphodiester bond hydrolysis [GO:0090501]; somatic hypermutation of immunoglobulin genes [GO:0016446]"
"PGEN_.00g010620"	0.0477347589080044	"Scaffold_01"	28057259	28084791	"O75581"	"LRP6_HUMAN"	"Low-density lipoprotein receptor-related protein 6 (LRP-6)"	"GO:0001702; GO:0001843; GO:0001933; GO:0003344; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005623; GO:0005783; GO:0005886; GO:0005901; GO:0006469; GO:0007204; GO:0007268; GO:0009880; GO:0009952; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021987; GO:0030326; GO:0030901; GO:0030917; GO:0031410; GO:0031901; GO:0034185; GO:0034392; GO:0035261; GO:0042475; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0051091; GO:0060021; GO:0060026; GO:0060059; GO:0060070; GO:0060325; GO:0060349; GO:0060444; GO:0060535; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090009; GO:0090090; GO:0090118; GO:0090244; GO:0090245; GO:0098609; GO:1904886; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909"	"caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; Wnt signalosome [GO:1990909]; Wnt-Frizzled-LRP5/6 complex [GO:1990851]; apolipoprotein binding [GO:0034185]; coreceptor activity involved in canonical Wnt signaling pathway [GO:1904928]; coreceptor activity involved in Wnt signaling pathway [GO:0071936]; frizzled binding [GO:0005109]; identical protein binding [GO:0042802]; kinase inhibitor activity [GO:0019210]; low-density lipoprotein particle receptor activity [GO:0005041]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; toxin transmembrane transporter activity [GO:0019534]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; anterior/posterior pattern specification [GO:0009952]; axis elongation involved in somitogenesis [GO:0090245]; beta-catenin destruction complex disassembly [GO:1904886]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]; canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; gastrulation with mouth forming second [GO:0001702]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; response to peptide hormone [GO:0043434]; roof of mouth development [GO:0060021]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway involved in somitogenesis [GO:0090244]"
"PGEN_.00g026010"	0.0477347589080044	"Scaffold_01"	72014236	72014739	NA	NA	NA	NA	NA
"PGEN_.00g070550"	0.0477347589080044	"Scaffold_03"	34930040	35036210	"Q9CZ62"	"CEP97_MOUSE"	"Centrosomal protein of 97 kDa (Cep97) (Leucine-rich repeat and IQ domain-containing protein 2)"	"GO:0005813; GO:0005829; GO:0030030; GO:0032991; GO:0034451; GO:1901673; GO:1902018"	"centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]; cell projection organization [GO:0030030]; negative regulation of cilium assembly [GO:1902018]; regulation of mitotic spindle assembly [GO:1901673]"
"PGEN_.00g157640"	0.0477347589080044	"Scaffold_07"	13180133	13192540	"P17635"	"FMO2_RABIT"	"Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Dimethylaniline oxidase 2) (FMO 1B1) (Pulmonary flavin-containing monooxygenase 2) (FMO 2)"	"GO:0004499; GO:0005789; GO:0016020; GO:0016021; GO:0050660; GO:0050661; GO:0070995"	"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; NADPH oxidation [GO:0070995]"
"PGEN_.00g237880"	0.0477347589080044	"Scaffold_11"	39686157	39788739	NA	NA	NA	NA	NA
"PGEN_.00g338720"	0.0477387792525497	"Scaffold_17"	33504439	33537774	"P10076"	"ZFP26_MOUSE"	"Zinc finger protein 26 (Zfp-26) (Protein mKR3)"	"GO:0003677; GO:0005634; GO:0006355; GO:0046872"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g198250"	0.0481861432918694	"Scaffold_09"	20869266	20902269	"Q2TBA3"	"MALT1_MOUSE"	"Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog (EC 3.4.22.-) (Paracaspase)"	"GO:0001650; GO:0001923; GO:0002020; GO:0002237; GO:0002726; GO:0004197; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0007250; GO:0008233; GO:0009620; GO:0019209; GO:0031663; GO:0032449; GO:0032731; GO:0032743; GO:0032991; GO:0042098; GO:0042113; GO:0042802; GO:0042981; GO:0043280; GO:0043621; GO:0045087; GO:0048471; GO:0050852; GO:0050856; GO:0050870; GO:0051092; GO:0051168; GO:0051259; GO:2000321"	"CBM complex [GO:0032449]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; cysteine-type endopeptidase activity [GO:0004197]; identical protein binding [GO:0042802]; kinase activator activity [GO:0019209]; peptidase activity [GO:0008233]; protease binding [GO:0002020]; protein self-association [GO:0043621]; ubiquitin-protein transferase activity [GO:0004842]; activation of NF-kappaB-inducing kinase activity [GO:0007250]; B cell activation [GO:0042113]; B-1 B cell differentiation [GO:0001923]; innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; nuclear export [GO:0051168]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of T-helper 17 cell differentiation [GO:2000321]; protein complex oligomerization [GO:0051259]; proteolysis [GO:0006508]; regulation of apoptotic process [GO:0042981]; regulation of T cell receptor signaling pathway [GO:0050856]; response to fungus [GO:0009620]; response to molecule of bacterial origin [GO:0002237]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]"
